Protein,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
P31268,1,5.49E-05,0,0.258725636,0.000628187
P00492,12,0.0006584,7.21E-05,0.296331487,0.00448723
O60921,8,0.000438933,0.000128928,0.271244618,0.001626711
Q13422,93,0.005102601,0.000636334,0.309962411,0.026843781
Q01344,4,0.000219467,0.000224109,0.259719779,0.000631052
Q8NBZ0,21,0.0011522,0.000158542,0.304315899,0.010312976
Q9H079,40,0.002194667,0.000417896,0.296061908,0.016323935
O95259,5,0.000274333,7.16E-05,0.273133238,0.00163928
Q719H9,22,0.001207067,3.40E-05,0.291877409,0.008334001
Q8NC69,32,0.001755734,0.000654098,0.296837018,0.009796789
Q5VWX1,43,0.002359267,0.000158171,0.287029233,0.009180269
Q53G59,61,0.003346867,0.001914707,0.312642344,0.010938184
O95198,27,0.0014814,0.000370548,0.290238461,0.004996818
P02533,33,0.0018106,6.34E-05,0.28800765,0.010261614
O43679,25,0.001371667,0.000107264,0.290930352,0.007903541
P07195,8,0.000438933,0.000384117,0.288120974,0.001921682
O95214,81,0.004444201,0.001313368,0.297047747,0.004786458
P05162,3,0.0001646,3.83E-06,0.269841062,0.00159205
P62312,11,0.000603533,1.63E-05,0.264313478,0.001006574
Q8IV03,7,0.000384067,0.000109182,0.27283641,0.002717332
Q9NQ48,10,0.000548667,0.000106693,0.28240754,0.003917379
Q13257,15,0.000823,0.000220511,0.272151931,0.001302663
Q9UPY8,65,0.003566334,0.00130411,0.303506534,0.01372426
O95460-2,6,0.0003292,6.27E-06,0.276628608,0.002984016
O95983,60,0.003292,0.000774461,0.306689798,0.016757632
Q9NPJ6,41,0.002249534,0.000313859,0.291984097,0.01181605
P50221,113,0.006199934,0.002193688,0.318622431,0.023004227
Q9H8M7,6,0.0003292,2.41E-05,0.267903577,0.001151123
Q9UHC7,16,0.000877867,4.57E-05,0.285996921,0.003684544
Q13875-3,11,0.000603533,4.68E-06,0.274425566,0.007317245
Q9Y605,60,0.003292,0.000950416,0.31556156,0.01484192
O15049,16,0.000877867,4.00E-05,0.282666455,0.005350932
O95544,6,0.0003292,1.26E-05,0.278553476,0.002798425
Q9UJ70,19,0.001042467,0.000344028,0.291896801,0.005115033
Q9UJ70-2,12,0.0006584,6.83E-05,0.286720161,0.004014923
Q15223,5,0.000274333,0.000163809,0.263027791,0.000820607
Q6ZUT1,51,0.0027982,0.000281916,0.291166539,0.006834353
Q6ZUT1-2,8,0.000438933,1.25E-05,0.271458299,0.002027725
P49902,10,0.000548667,6.03E-05,0.268579139,0.00148161
P0CE72,2,0.000109733,7.96E-07,0.259382445,0.000655116
P61457,15,0.000823,0.000243443,0.298653029,0.006334172
P49585,16,0.000877867,0.000120078,0.274622831,0.001433982
Q5VU43-2,23,0.001261934,2.25E-05,0.28298507,0.008906819
P50479,5,0.000274333,1.80E-05,0.263283927,0.00085156
Q13113,93,0.005102601,0.003600049,0.316710318,0.006811021
Q8IXK0,54,0.0029628,0.000497928,0.302529503,0.015843235
Q9UIL8,6,0.0003292,2.32E-06,0.268710552,0.001972759
Q9Y2Y1,4,0.000219467,1.97E-06,0.264488507,0.001128072
Q8NAV1,10,0.000548667,2.29E-05,0.273243654,0.001880757
P49720,13,0.000713267,3.70E-05,0.2907234,0.00371908
Q9UL46,5,0.000274333,4.93E-06,0.272599411,0.002000845
O43586,49,0.002688467,0.000682029,0.296106804,0.013629597
Q03393,8,0.000438933,1.60E-05,0.28335922,0.003476585
Q53H96,5,0.000274333,4.11E-06,0.273809869,0.00227162
Q53GL6,22,0.001207067,0.00020421,0.286832474,0.006552772
Q96HR9,52,0.002853067,0.000966534,0.307188359,0.008088436
Q9NPQ8-4,11,0.000603533,5.04E-05,0.281854963,0.00191763
P13489,6,0.0003292,0.000285002,0.272849118,0.00143643
Q9HAT0,53,0.002907934,0.001304966,0.299538756,0.013039745
Q8TA86,8,0.000438933,5.06E-06,0.268990232,0.001927825
P49247,17,0.000932733,0.000142112,0.2919938,0.005772201
P35268,16,0.000877867,0.000144321,0.29452377,0.003733923
Q96P16-3,9,0.0004938,9.39E-06,0.279817512,0.00356819
P62854,4,0.000219467,6.72E-06,0.261167169,0.000791986
P31350,4,0.000219467,2.75E-05,0.259865717,0.000639855
Q15050,3,0.0001646,8.78E-05,0.263299705,0.000684032
Q17RB0,11,0.000603533,4.30E-05,0.282049477,0.002700426
Q16799-3,3,0.0001646,3.16E-05,0.28245293,0.001741329
Q59EK9,34,0.001865467,0.000210281,0.289506924,0.011274047
Q59EK9-3,21,0.0011522,0.000104102,0.285978305,0.008613566
P04271,53,0.002907934,0.00121514,0.305166681,0.004775665
Q8WXD2,2,0.000109733,3.29E-06,0.259462866,0.000633454
Q9UN30-2,5,0.000274333,5.88E-05,0.272168791,0.001939168
Q8WYJ6,26,0.001426534,0.000231797,0.294425084,0.007571826
Q9UH03,16,0.000877867,8.58E-05,0.291079732,0.003769601
Q01105,29,0.001591134,0.000619887,0.298698714,0.006207106
Q01105-2,17,0.000932733,0.000158016,0.292845292,0.005702549
Q8WV19,32,0.001755734,0.000243706,0.286607936,0.002821037
Q8IUQ4,116,0.006364534,0.004832703,0.321784503,0.015784358
Q9BRV3,3,0.0001646,9.24E-07,0.261696084,0.000884924
P51531,9,0.0004938,9.38E-05,0.272337499,0.001901501
P51531-2,2,0.000109733,0,0.261953536,0.000804287
P09012,59,0.003237134,0.000921469,0.294410287,0.009417384
Q13596,41,0.002249534,0.000428835,0.28050532,0.002466271
Q5MJ09,19,0.001042467,5.84E-05,0.281552418,0.003577877
P12931,75,0.004115001,0.00228785,0.306481206,0.005958492
Q8N9Q2,28,0.001536267,0.000104886,0.28284388,0.002818206
Q05519,23,0.001261934,0.000161006,0.281318054,0.002551306
P84103,29,0.001591134,0.000150149,0.282534667,0.004515373
Q16629,14,0.000768133,0.000130248,0.267020266,0.001199358
O43805,13,0.000713267,4.35E-05,0.291504617,0.006060296
P53999,8,0.000438933,0.000487219,0.262462123,0.000792992
Q16563,9,0.0004938,6.21E-05,0.270135557,0.001029409
Q8N2H4,19,0.001042467,7.16E-05,0.271642922,0.001208912
O43680,5,0.000274333,2.32E-05,0.278302038,0.001248902
P48775,20,0.001097333,0.000156836,0.286561202,0.003793498
Q969V4,30,0.001646,0.000191439,0.291041168,0.011634416
Q9NWX6,5,0.000274333,2.15E-05,0.281909219,0.003047154
Q96CG3,20,0.001097333,0.000589239,0.28740946,0.004930278
Q3LXA3,2,0.000109733,1.53E-05,0.25960468,0.000630937
Q7Z6W1,8,0.000438933,6.76E-06,0.27178996,0.002326372
Q86X19,4,0.000219467,4.44E-05,0.267133914,0.001004033
Q8WW34,65,0.003566334,0.001309514,0.311109241,0.00703581
Q8WW34-2,57,0.0031274,0.000884394,0.307070274,0.005485939
O95379,10,0.000548667,3.30E-05,0.271752135,0.001790702
Q5GJ75,2,0.000109733,8.65E-07,0.261155526,0.000674851
O95271,16,0.000877867,0.000283498,0.277208954,0.001648692
Q13049,44,0.002414134,0.001328826,0.307285042,0.009176861
O00635,19,0.001042467,0.000200266,0.291137598,0.004135771
Q15631,11,0.000603533,4.31E-05,0.291446605,0.005296946
A5PKU2,95,0.005212334,0.003542649,0.300964838,0.006095334
P0CG47,42,0.0023044,0.000965782,0.298973118,0.0047648
P49459,26,0.001426534,8.62E-05,0.289140158,0.005208379
Q712K3,4,0.000219467,2.52E-05,0.268492969,0.0011136
Q9Y3C0,56,0.003072534,0.000321968,0.29875457,0.012497354
O95070,86,0.004718534,0.002858161,0.311511811,0.007026703
Q96BR9,76,0.004169867,0.000452464,0.305203779,0.022533243
Q6P1L6,26,0.001426534,6.62E-05,0.295449696,0.008448428
Q8NCK3,2,0.000109733,4.02E-06,0.258855206,0.000649621
Q6AZW8,5,0.000274333,1.08E-05,0.264293603,0.001169313
Q9H5H4,12,0.0006584,7.52E-05,0.278416673,0.004735765
Q9UGI0,166,0.009107868,0.001613115,0.313910025,0.051342111
P59637,2,0.000109733,2.08E-06,0.260462693,0.000690507
O00562,1,5.49E-05,0,0.224670342,8.39E-05
O00566,9,0.0004938,5.54E-05,0.260845425,0.001479011
Q9UI47-2,68,0.003730934,0.000583233,0.297596038,0.013703672
Q9NV31,15,0.000823,3.41E-05,0.27088088,0.003640847
Q96G21,3,0.0001646,2.11E-07,0.221217225,9.08E-05
Q9UBU8-2,52,0.002853067,0.00054452,0.296266543,0.011187147
PRO_0000449626 [P0DTD1],2,0.000109733,9.30E-08,0.221789553,9.12E-05
O00567,2,0.000109733,0.000107752,0.217588109,5.75E-05
O43818,1,5.49E-05,0,0.178120864,7.28E-07
Q9H190,57,0.0031274,0.00090459,0.279514876,0.004531922
O00571,25,0.001371667,0.001080178,0.26421016,0.000816372
Q8TF63,5,0.000274333,2.02E-05,0.250387377,0.001540599
P05198,9,0.0004938,8.30E-05,0.256426574,0.00048098
Q99613,9,0.0004938,0.000110132,0.247541184,0.000341425
Q04637,25,0.001371667,0.000590639,0.287880268,0.006602708
Q7Z434,40,0.002194667,0.002050429,0.285560086,0.00240065
Q6P582,1,5.49E-05,0,0.20819489,1.04E-05
Q15003,6,0.0003292,0.000179519,0.210207036,1.12E-05
P11940,32,0.001755734,0.001382772,0.275194783,0.000828787
O95786,29,0.001591134,0.001187061,0.251041924,0.000241565
Q03403,15,0.000823,0.000417696,0.279617165,0.001884517
P14240,3,0.0001646,3.87E-06,0.240113934,0.000107696
P68466,1,5.49E-05,0,0.20819489,1.04E-05
P68467,2,0.000109733,5.97E-07,0.212646276,1.87E-05
P04608,17,0.000932733,0.000298346,0.250930804,0.000240738
Q923J1,2,0.000109733,2.51E-06,0.23909145,0.000162682
PRO_0000037517 [P26664],1,5.49E-05,0,0.20819489,1.04E-05
PRO_0000037566 [P27958],10,0.000548667,0.00018808,0.264293603,0.000774411
PRO_0000037559 [Q5EG65],1,5.49E-05,0,0.20819489,1.04E-05
Q99IB8,1,5.49E-05,0,0.20819489,1.04E-05
PRO_0000037541 [Q9WMX2],2,0.000109733,9.14E-07,0.217884856,3.64E-05
O00585,15,0.000823,0.000282452,0.253617809,0.000476893
Q99616,8,0.000438933,1.90E-06,0.213781872,2.89E-05
Q92583,9,0.0004938,2.69E-05,0.218128251,2.41E-05
Q9Y258,14,0.000768133,0.00019287,0.248517837,0.000345684
Q9NRJ3,13,0.000713267,0.000413166,0.258151754,0.000735936
P02778,10,0.000548667,1.16E-05,0.224288981,4.29E-05
P48061,20,0.001097333,0.000169279,0.230826017,0.000100201
O95715,9,0.0004938,0.000124825,0.257735295,0.000902806
Q5XKR4,11,0.000603533,0.000263767,0.243002473,0.000428221
P02776,24,0.0013168,0.000450759,0.237254817,9.05E-05
P10720,5,0.000274333,5.54E-06,0.209208576,2.14E-05
O00590,7,0.000384067,1.16E-06,0.225822246,9.66E-05
Q0D2K0,15,0.000823,1.98E-05,0.249743333,0.000413504
Q9NTJ5,32,0.001755734,0.000178219,0.252151326,0.001013149
Q9UKG4,26,0.001426534,4.34E-05,0.248792259,0.000461003
Q9NRX6,34,0.001865467,0.000108908,0.261341941,0.000795221
O00592,4,0.000219467,4.02E-05,0.254234196,0.000372582
O00602,7,0.000384067,0.000176715,0.22126736,4.15E-05
P02741,17,0.000932733,0.000763252,0.235964644,0.00025529
P26022,9,0.0004938,0.000207648,0.231406547,6.05E-05
Q2TS39,1,5.49E-05,0,0.180578903,5.31E-07
P02769,3,0.0001646,5.03E-06,0.203347938,5.81E-06
PRO_0000000214 [P9WQP3],4,0.000219467,8.08E-06,0.206939684,5.50E-06
P9WQP1,4,0.000219467,8.08E-06,0.206939684,5.50E-06
O00622,2,0.000109733,4.26E-06,0.246002671,0.000275434
O60906,17,0.000932733,0.000139368,0.259482021,0.000566355
O00623,35,0.001920334,0.000138123,0.260760276,0.000849995
Q12982,54,0.0029628,0.000788875,0.284819598,0.002781102
Q8WVV5,43,0.002359267,0.000224337,0.268887341,0.001918676
Q6UWT4,13,0.000713267,4.68E-05,0.254853587,0.00056539
P78369,9,0.0004938,6.04E-06,0.242673628,0.000232509
Q4VAQ0,16,0.000877867,3.03E-05,0.256161196,0.000656351
Q9BQA9,72,0.003950401,0.000673248,0.2765459,0.002401415
Q96LL9,25,0.001371667,4.72E-05,0.257098074,0.000873912
Q7L5A8,31,0.001700867,0.000325172,0.266465594,0.001348703
Q14318,43,0.002359267,0.001083053,0.282580097,0.001480028
Q9H0Q3,54,0.0029628,0.000336557,0.264416876,0.001552419
P29033,38,0.002084934,0.000377886,0.258470685,0.001249087
Q9Y5U9,44,0.002414134,0.000441072,0.26785866,0.001281231
Q9P0N8,27,0.0014814,0.000227693,0.259267646,0.001082626
Q16617,46,0.002523867,0.000315258,0.264075175,0.00142828
P40855,22,0.001207067,0.001372489,0.262368081,0.000742625
P50542,25,0.001371667,0.00056198,0.269315886,0.00086878
Q8N0V3,25,0.001371667,8.70E-05,0.264544246,0.001010741
Q96IW7,120,0.006584001,0.002095595,0.284593591,0.00301798
P60059,8,0.000438933,1.20E-05,0.252611635,0.000464793
Q9NRQ5,62,0.003401734,0.000867794,0.283203965,0.004064464
P10124,9,0.0004938,0.000118898,0.263722483,0.000867387
Q9UNK0,75,0.004115001,0.000504804,0.271181835,0.002308303
Q9C0I4,25,0.001371667,6.06E-05,0.259118558,0.000854216
P17152,50,0.002743334,0.000259119,0.273426459,0.001694993
O00626,1,5.49E-05,0,0.232958705,0.000113855
O00628,6,0.0003292,0.000108854,0.256913906,0.000747589
P57076,1,5.49E-05,0,0.203637762,9.48E-06
O75925,51,0.0027982,0.000557481,0.303606158,0.009409079
Q8WXF7,29,0.001591134,0.000831337,0.294489222,0.004713733
Q96EL1,13,0.000713267,3.25E-05,0.280129733,0.004642943
O00629,27,0.0014814,0.00049227,0.282584641,0.002178691
Q6UWZ7,6,0.0003292,2.49E-05,0.24673142,0.000145704
O75419,11,0.000603533,0.000101807,0.268850319,0.001631178
Q92793,34,0.001865467,0.00083416,0.294934025,0.002440087
Q6ZMK1,1,5.49E-05,0,0.219438339,2.76E-05
Q53F19,3,0.0001646,1.70E-06,0.239042667,0.000238723
Q9Y618,18,0.0009876,0.000446397,0.269807919,0.000921918
Q16236,55,0.003017667,0.001675974,0.295424863,0.00372901
Q9Y263,6,0.0003292,3.20E-05,0.259107097,0.000608059
Q9H6Z4,4,0.000219467,4.46E-06,0.230565577,5.46E-05
P46063,3,0.0001646,2.62E-06,0.236517218,0.000147288
Q8TF50,57,0.0031274,0.000357399,0.295638564,0.017770606
PRO_0000042447 [P04585],4,0.000219467,1.07E-05,0.246013002,0.000262458
Q8K4J6,3,0.0001646,2.58E-06,0.241443373,9.39E-05
P31345,3,0.0001646,5.67E-07,0.226965502,7.58E-05
P03070,14,0.000768133,0.000230781,0.264755474,0.000490684
O00631,3,0.0001646,3.99E-07,0.236440847,0.000196046
Q8N205,59,0.003237134,0.001214777,0.287729441,0.003706592
Q9BSE2,43,0.002359267,0.000295082,0.268353574,0.001240672
Q6FG85,1,5.49E-05,0,0.224561249,5.24E-05
P34931,2,0.000109733,1.57E-07,0.238863969,0.000339805
P54652,75,0.004115001,0.000645427,0.300547925,0.007479026
P11142,44,0.002414134,0.001891588,0.306016905,0.004030199
Q8N3F0,27,0.0014814,0.00016007,0.281904697,0.002752527
P25789,19,0.001042467,0.00026216,0.298364015,0.00747933
P61764,16,0.000877867,0.000157359,0.298267801,0.003546982
O00712,1,5.49E-05,0,0.179422941,3.84E-07
P08651,3,0.0001646,0.000108316,0.219534282,3.03E-05
O00716,3,0.0001646,3.61E-06,0.246212909,0.000223175
Q9NRZ9,9,0.0004938,4.63E-05,0.271077261,0.001986679
P06400,59,0.003237134,0.002714028,0.281977069,0.001494465
O00743,8,0.000438933,3.51E-05,0.243787907,0.000301783
O15084,15,0.000823,0.000252714,0.266926985,0.002591157
P78318,15,0.000823,0.000204127,0.270443182,0.002484881
O43318,15,0.000823,0.00017025,0.269952977,0.000897153
Q5H9R7,3,0.0001646,3.00E-06,0.225434076,7.07E-05
O75663,8,0.000438933,0.000126544,0.229760731,7.69E-05
O00744,1,5.49E-05,0,0.260489718,0.000365215
O00746,54,0.0029628,0.001034427,0.311390379,0.01427516
P01019,17,0.000932733,0.000742613,0.257323945,0.000402232
Q9H6L4,77,0.004224734,0.000545689,0.306406396,0.026648797
Q8WUW1,72,0.003950401,0.001057784,0.309340424,0.01273379
Q2TAC2-2,108,0.005925601,0.000604606,0.309024931,0.029030529
P02042,4,0.000219467,1.26E-06,0.244374375,0.000431396
P40692,83,0.004553934,0.001659907,0.292149131,0.012071231
P15531,17,0.000932733,0.00039268,0.27948376,0.003215981
P22392,6,0.0003292,0.000111693,0.251880277,0.000443038
P61970,53,0.002907934,0.000423848,0.290468725,0.010434199
Q9BY11,12,0.0006584,0.000232224,0.283441483,0.001757542
P20618,114,0.006254801,0.001853938,0.321501936,0.031526542
Q9UMX1,43,0.002359267,0.001123955,0.293554586,0.009713108
O14656-2,45,0.002469,0.000277874,0.299799362,0.00557714
P0DI81-3,18,0.0009876,0.000161333,0.273652115,0.003569375
Q6DKK2,46,0.002523867,0.000571073,0.304284284,0.009891734
Q9BZL1,50,0.002743334,0.000277804,0.289745583,0.010498917
Q8NFA0,7,0.000384067,3.37E-05,0.290396729,0.00272216
P40337-2,63,0.0034566,0.001395914,0.308390461,0.008974861
O00750,7,0.000384067,5.00E-05,0.275617748,0.001730518
O00755,9,0.0004938,0.000307256,0.267048669,0.001943482
Q5T9L3,11,0.000603533,0.000234489,0.243406355,0.000153028
Q9Z0J1,2,0.000109733,0.000107752,0.20995841,2.46E-05
O00757,7,0.000384067,3.54E-06,0.263272094,0.002206223
O00762,2,0.000109733,2.59E-06,0.230341947,6.72E-05
P62879,35,0.001920334,0.000780272,0.298668256,0.005086359
Q13164,9,0.0004938,0.000129795,0.24382173,0.000213645
O00763,2,0.000109733,1.31E-06,0.200627191,1.47E-05
Q9CQ20,2,0.000109733,4.26E-06,0.208382508,9.18E-06
O00767,40,0.002194667,0.000109749,0.26029295,0.001403276
Q9UJ71,7,0.000384067,1.02E-05,0.247827432,0.000219732
P20138,21,0.0011522,0.000354255,0.274524163,0.003557731
Q9HA82,42,0.0023044,7.48E-05,0.259750489,0.000931499
Q2HXU8-2,11,0.000603533,3.77E-06,0.246150834,0.000320632
O15529,113,0.006199934,0.000545981,0.276602484,0.002707563
Q9NX47,27,0.0014814,0.00024958,0.267874992,0.000854886
Q8NI22,15,0.000823,0.000204835,0.26070612,0.001049482
Q5SR56,81,0.004444201,0.000256623,0.274087445,0.001843646
Q9BY50,28,0.001536267,0.00023365,0.255982096,0.000732756
Q8TBB6,52,0.002853067,0.000163371,0.267426597,0.001617822
Q9NPE6,29,0.001591134,0.000352874,0.255542872,0.000654737
Q9NPL8,76,0.004169867,0.000707361,0.276471939,0.001653334
Q3MIR4,6,0.0003292,2.20E-05,0.226740021,9.09E-05
Q3ZAQ7,30,0.001646,3.47E-05,0.264408919,0.000877233
A0A142I5B9,10,0.000548667,0.000256117,0.2477855,0.000288454
O14490,4,0.000219467,3.35E-05,0.250244761,0.000328677
P78352,22,0.001207067,0.000911109,0.269101443,0.001139748
Q62696,3,0.0001646,3.50E-06,0.23439419,7.12E-05
O14492,19,0.001042467,4.03E-05,0.282257859,0.005876903
Q9UII6,12,0.0006584,1.07E-05,0.275773449,0.005382279
Q9UBH0,18,0.0009876,0.00029513,0.274202912,0.00277926
Q9H213,13,0.000713267,1.37E-05,0.27420719,0.003366219
Q9HB20,10,0.000548667,5.64E-06,0.253786284,0.001151348
Q9NRW1,11,0.000603533,0.000143692,0.264552211,0.001733058
Q9H1K6,4,0.000219467,2.10E-06,0.253929298,0.001090905
O14493,16,0.000877867,7.77E-06,0.252013922,0.000611712
Q86T13,14,0.000768133,8.94E-06,0.25645651,0.000596172
Q8N9I0,28,0.001536267,0.000381878,0.285263429,0.001613265
Q5TGU0,61,0.003346867,0.000139371,0.269870068,0.001705385
O14494,12,0.0006584,4.79E-05,0.276016002,0.001089398
P29466-3,16,0.000877867,8.01E-05,0.299293893,0.003972993
P48730-2,39,0.0021398,0.000721358,0.305023671,0.004341139
P17612,69,0.003785801,0.002221934,0.309820334,0.005181619
O14495,1,5.49E-05,0,0.203628323,5.34E-06
O60716,13,0.000713267,0.000479275,0.256898884,0.000420914
O14497,6,0.0003292,7.72E-06,0.228604082,6.72E-05
P50553,7,0.000384067,5.22E-05,0.270397409,0.001419918
Q14526,6,0.0003292,0.000127232,0.241396943,0.000348268
P51532,15,0.000823,0.00033871,0.261116723,0.00135161
Q92925,2,0.000109733,2.02E-06,0.223524444,0.000103942
P11388,5,0.000274333,0.000125575,0.246814584,0.000171765
O14503,79,0.004334467,0.000925279,0.307414047,0.019630905
C9JG97,3,0.0001646,3.79E-07,0.248110839,0.000872481
Q16613,7,0.000384067,0.000217013,0.263067164,0.001827963
O75909,29,0.001591134,0.000107571,0.296376464,0.013716714
P10606,38,0.002084934,0.000298257,0.303684854,0.016314496
Q03060-25,18,0.0009876,2.55E-05,0.277883983,0.003571826
Q8NEA9,31,0.001700867,0.000425885,0.298267801,0.009787462
Q86YR5-3,15,0.000823,7.89E-06,0.274267102,0.005045616
Q96G42,30,0.001646,3.89E-05,0.280603855,0.008390815
A1A580,7,0.000384067,6.62E-07,0.266066204,0.003090135
Q71RC2-6,2,0.000109733,4.40E-08,0.243490666,0.000519148
O94964-4,13,0.000713267,6.92E-06,0.274781707,0.004696951
Q9GZZ1,7,0.000384067,9.76E-06,0.249456186,0.000462277
P18545,8,0.000438933,0.000214177,0.265877013,0.001435661
Q96CS7,52,0.002853067,0.000719504,0.295424863,0.007227456
Q13131,36,0.0019752,0.000198742,0.296376464,0.013620954
Q9Y4B4,30,0.001646,0.000114377,0.287903849,0.008737953
Q86U06,8,0.000438933,2.34E-05,0.265355119,0.002108483
Q86U06-2,2,0.000109733,7.84E-07,0.240048338,0.000338122
O94955,14,0.000768133,0.000115805,0.271890879,0.00407758
P19793,19,0.001042467,0.000403698,0.264091049,0.000742384
Q8WU79,12,0.0006584,2.69E-06,0.268969647,0.003110178
O60248,2,0.000109733,5.72E-08,0.239599968,0.000318139
B7ZLI8,8,0.000438933,5.54E-06,0.274614248,0.003474865
Q14106,6,0.0003292,3.98E-05,0.251433419,0.000544024
P04637,188,0.010314935,0.012766083,0.328989083,0.011559613
Q5W5X9,110,0.006035334,0.001348504,0.330560884,0.045634557
Q9NX01,14,0.000768133,0.000111439,0.286696774,0.004603706
P0C206,5,0.000274333,2.71E-06,0.26105854,0.001328483
O14508,8,0.000438933,0.00013018,0.25892767,0.000919992
Q93034,18,0.0009876,0.000387124,0.287447068,0.00319377
Q15369,15,0.000823,0.000340621,0.246464978,0.000273097
P19235,8,0.000438933,0.000421296,0.229892978,4.87E-05
Q96B26,59,0.003237134,0.000775251,0.299278603,0.014373146
Q9UJY1,17,0.000932733,0.000140028,0.269538939,0.002315359
Q8IVT2,56,0.003072534,0.000346924,0.301357069,0.017039176
Q63HR2,95,0.005212334,0.000617877,0.307048813,0.033068212
O14513,1,5.49E-05,0,0.225593238,3.68E-05
O14514,2,0.000109733,0.000107752,0.204196166,1.48E-05
Q92556-1,1,5.49E-05,0,0.169045198,1.87E-07
O14519,11,0.000603533,1.40E-05,0.284648906,0.005243714
Q9Y2K6,61,0.003346867,0.000845447,0.300224457,0.011080794
O14520,1,5.49E-05,0,5.49E-05,3.26E-31
O60240,1,5.49E-05,0,5.49E-05,3.26E-31
O14521,2,0.000109733,6.35E-09,0.226409931,0.000107408
Q6NTF9-3,60,0.003292,0.001485058,0.29347615,0.004211291
O14522,6,0.0003292,0.000443126,0.247768033,0.000280984
Q16849,16,0.000877867,0.000384589,0.250798305,0.000334325
Q99K10,1,5.49E-05,0,0.197849016,3.56E-06
Q69ZK9,1,5.49E-05,0,0.197849016,3.56E-06
Q9CS84,1,5.49E-05,0,0.197849016,3.56E-06
Q6P9K9,1,5.49E-05,0,0.197849016,3.56E-06
Q9H9P2,10,0.000548667,5.59E-06,0.241911995,0.000239979
P58418,29,0.001591134,7.02E-05,0.253088206,0.000741728
P49682,6,0.0003292,1.94E-05,0.238103442,0.000230406
Q9NYP7,14,0.000768133,3.08E-06,0.242101955,0.000336206
P31937,41,0.002249534,0.000314052,0.265094939,0.001097076
P26951,27,0.0014814,0.000480345,0.277038525,0.002624347
P35372-10,42,0.0023044,0.000153785,0.267414389,0.001026749
Q7Z7N9,51,0.0027982,0.000202175,0.271345132,0.001651658
Q9P0T7,14,0.000768133,6.60E-06,0.250155708,0.000438422
O14524,30,0.001646,2.70E-05,0.260621062,0.000798086
Q96PS8,21,0.0011522,9.95E-06,0.258588585,0.000951676
Q6PL45-2,38,0.002084934,0.00010904,0.260366221,0.001108973
P01031,15,0.000823,0.000216063,0.259466697,0.000796261
P60033,31,0.001700867,0.001104599,0.264524337,0.001135157
P29400-2,28,0.001536267,0.000193596,0.275410419,0.001233613
Q96IV6,32,0.001755734,1.91E-05,0.255669273,0.001285524
Q9NPR9,10,0.000548667,1.35E-06,0.243271578,0.000311296
Q02747,17,0.000932733,0.000137241,0.270693121,0.001036767
Q9Y5U4,40,0.002194667,0.000102851,0.265635884,0.001602324
Q86Y82,36,0.0019752,0.000211404,0.274665752,0.001920901
Q9Y6G1,29,0.001591134,9.22E-05,0.261528622,0.000924894
Q8NBD8,49,0.002688467,0.000205727,0.268263453,0.001790049
Q71RG4,40,0.002194667,0.00114009,0.311235966,0.010074051
Q86UF1,31,0.001700867,0.000101551,0.264775418,0.001158383
